document_id,text
12415,indiaforens nf sett 04 01 201
12416,indiaforens rup sett 070119 2c
12417,indiaforens rup sett 070119 2c
12418,indiaforens rup stl intc070119
12419,indiaforens rup stl intc070119
12420,indiaforens rup sett 080119
12421,indiaforens rup sett 080119
12422,indiaforens rup stl intc080119
12423,indiaforens rup stl intc080119
12424,indiaforens nf sett 05 01 201
12425,indiaforens nf sett 05 01 201
12426,indiaforens nf sett 05 01 201
12427,indiaforens nf sett 05 01 201
12428,indiaforens nf sett 05 01 201
12429,indiaforens nf sett 05 01 201
12430,indiaforens nf sett 05 01 201
12431,indiaforens nf sett 05 01 201
12432,indiaforens nf sett 05 01 201
12433,indiaforens nf sett 05 01 201
12434,indiaforens nf sett 05 01 201
12435,indiaforens nf sett 05 01 201
12436,indiaforens nf sett 05 01 201
12437,indiaforens nf sett 05 01 201
12438,indiaforens nf sett 05 01 201
12439,indiaforens nf sett 05 01 201
12440,indiaforens nf sett 05 01 201
12441,indiaforens nf sett 06 01 201
12442,indiaforens nf sett 06 01 201
12443,indiaforens nf sett 06 01 201
12444,indiaforens nf sett 06 01 201
12445,indiaforens nf sett 06 01 201
12446,indiaforens nf sett 06 01 201
12447,indiaforens nf sett 06 01 201
12448,indiaforens nf sett 06 01 201
12449,indiaforens nf sett 07 01 201
12450,indiaforens nf sett 07 01 201
12451,indiaforens nf sett 07 01 201
12452,indiaforens nf sett 07 01 201
12453,indiaforens nf sett 07 01 201
12454,indiaforens nf sett 07 01 201
12455,indiaforens nf sett 07 01 201
12456,indiaforens nf sett 07 01 201
12457,indiaforens nf sett 07 01 201
12458,indiaforens nf sett 07 01 201
12459,indiaforens nf sett 07 01 201
12460,indiaforens nf sett 07 01 201
12461,indiaforens nf sett 07 01 201
12462,indiaforens nf sett 07 01 201
12463,indiaforens nf sett 07 01 201
12464,indiaforens nf sett 07 01 201
12465,indiaforens nf sett 07 01 201
12466,indiaforens nf sett 07 01 201
12467,indiaforens nf sett 07 01 201
12468,indiaforens nf sett 07 01 201
12469,indiaforens nf sett 07 01 201
12470,indiaforens nf sett 07 01 201
12471,indiaforens nf sett 07 01 201
12472,indiaforens nf sett 07 01 201
12473,indiaforens nf sett 07 01 201
12474,indiaforens nf sett 07 01 201
12475,indiaforens nf sett 07 01 201
12476,indiaforens nf sett 07 01 201
12477,indiaforens nf sett 07 01 201
12478,indiaforens nf sett 07 01 201
12479,indiaforens nf sett 07 01 201
12480,indiaforens nf sett 07 01 201
12481,indiaforens nf sett 07 01 201
12482,indiaforens nf sett 07 01 201
12483,indiaforens nf sett 07 01 201
12484,indiaforens nf sett 07 01 201
12485,indiaforens nf sett 07 01 201
12486,indiaforens nf sett 07 01 201
12487,indiaforens nf sett 07 01 201
12488,indiaforens nf sett 07 01 201
12489,indiaforens nf sett 07 01 201
12490,indiaforens nf sett 07 01 201
12491,indiaforens nf sett 07 01 201
12492,indiaforens nf sett 07 01 201
12493,indiaforens nf sett 07 01 201
12494,indiaforens nf sett 07 01 201
12495,indiaforens nf sett 07 01 201
12496,indiaforens nf sett 07 01 201
12497,indiaforens nf sett 07 01 201
12498,indiaforens nf sett 07 01 201
12499,indiaforens nf sett 07 01 201
12500,indiaforens nf sett 07 01 201
12501,indiaforens nf sett 07 01 201
12502,indiaforens nf sett 07 01 201
12503,indiaforens rup sett 080119 2
12504,indiaforens rup sett 080119 2
12505,indiaforens rup stl intc080119
12506,indiaforens rup sett 090119
12507,indiaforens rup sett 090119
12508,indiaforens rup stl intc090119
12509,indiaforens rup stl intc090119
12510,fdrl intern fund transf
12511,fdrl intern fund transf
12512,fdrl intern fund transf
12513,fdrl intern fund transf
12514,indiaforens nf sett 08 01 201
12515,indiaforens nf sett 08 01 201
12516,indiaforens nf sett 08 01 201
12517,indiaforens nf sett 08 01 201
12518,indiaforens nf sett 08 01 201
12519,indiaforens nf sett 08 01 201
12520,indiaforens nf sett 08 01 201
12521,indiaforens nf sett 08 01 201
12522,indiaforens nf sett 08 01 201
12523,indiaforens nf sett 08 01 201
12524,indiaforens nf sett 08 01 201
12525,indiaforens nf sett 08 01 201
12526,indiaforens nf sett 08 01 201
12527,indiaforens nf sett 08 01 201
12528,indiaforens nf sett 08 01 201
12529,indiaforens nf sett 08 01 201
12530,indiaforens nf sett 08 01 201
12531,indiaforens nf sett 08 01 201
12532,indiaforens nf sett 08 01 201
12533,indiaforens nf sett 08 01 201
12534,indiaforens nf sett 08 01 201
12535,indiaforens nf sett 08 01 201
12536,indiaforens nf sett 08 01 201
12537,indiaforens nf sett 08 01 201
12538,indiaforens nf sett 08 01 201
12539,indiaforens nf sett 08 01 201
12540,indiaforens nf sett 08 01 201
12541,indiaforens nf sett 08 01 201
12542,indiaforens nf sett 08 01 201
12543,indiaforens nf sett 08 01 201
12544,indiaforens nf sett 08 01 201
12545,indiaforens nf sett 08 01 201
12546,indiaforens nf sett 08 01 201
12547,indiaforens nf sett 08 01 201
12548,indiaforens nf sett 08 01 201
12549,indiaforens nf sett 08 01 201
12550,indiaforens nf sett 08 01 201
12551,indiaforens nf sett 08 01 201
12552,indiaforens nf sett 08 01 201
12553,indiaforens nf sett 08 01 201
12554,indiaforens nf sett 08 01 201
12555,indiaforens nf sett 08 01 201
12556,indiaforens nf sett 08 01 201
12557,indiaforens nf sett 08 01 201
12558,indiaforens rup sett 090119 2c
12559,indiaforens rup sett 090119 2c
12560,indiaforens rup stl intc090119
12561,fdrl intern fund transf
12562,fdrl intern fund transf
12563,indiaforens rup sett 100119
12564,indiaforens rup sett 100119
12565,indiaforens rup stl intc100119
12566,indiaforens rup stl intc100119
12567,indiaforens rup sett 100119 2c
12568,indiaforens rup sett 100119 2c
12569,indiaforens rup stl intc100119
12570,indiaforens nf sett 09 01 201
12571,indiaforens nf sett 09 01 201
12572,indiaforens nf sett 09 01 201
12573,indiaforens nf sett 09 01 201
12574,indiaforens nf sett 09 01 201
12575,indiaforens nf sett 09 01 201
12576,indiaforens nf sett 09 01 201
12577,indiaforens nf sett 09 01 201
12578,indiaforens nf sett 09 01 201
12579,indiaforens nf sett 09 01 201
12580,indiaforens nf sett 09 01 201
12581,indiaforens nf sett 09 01 201
12582,indiaforens nf sett 09 01 201
12583,indiaforens nf sett 09 01 201
12584,indiaforens nf sett 09 01 201
12585,indiaforens nf sett 09 01 201
12586,indiaforens nf sett 09 01 201
12587,indiaforens nf sett 09 01 201
12588,indiaforens nf sett 09 01 201
12589,indiaforens nf sett 09 01 201
12590,indiaforens nf sett 09 01 201
12591,indiaforens nf sett 09 01 201
12592,indiaforens nf sett 09 01 201
12593,indiaforens nf sett 09 01 201
12594,indiaforens nf sett 09 01 201
12595,indiaforens nf sett 09 01 201
12596,indiaforens nf sett 09 01 201
12597,indiaforens nf sett 09 01 201
12598,indiaforens nf sett 09 01 201
12599,indiaforens nf sett 09 01 201
12600,indiaforens nf sett 09 01 201
12601,indiaforens nf sett 09 01 201
12602,indiaforens nf sett 09 01 201
12603,indiaforens rup sett 110119
12604,indiaforens rup sett 110119
12605,indiaforens rup stl intc110119
12606,indiaforens rup stl intc110119
12607,fdrl intern fund transf
12608,fdrl intern fund transf
12609,trf indiaforens servic
12610,indiaforens rup sett 110119 2c
12611,indiaforens rup sett 110119 2c
12612,indiaforens rup stl intc110119
12613,indiaforens rup stl intc110119
12614,indiaforens nf sett 10 01 201
12615,indiaforens nf sett 10 01 201
12616,indiaforens nf sett 10 01 201
12617,indiaforens nf sett 10 01 201
12618,indiaforens nf sett 10 01 201
12619,indiaforens nf sett 10 01 201
12620,indiaforens nf sett 10 01 201
12621,indiaforens nf sett 10 01 201
12622,indiaforens nf sett 10 01 201
12623,indiaforens nf sett 10 01 201
12624,indiaforens nf sett 10 01 201
12625,indiaforens nf sett 10 01 201
12626,indiaforens nf sett 10 01 201
12627,indiaforens nf sett 10 01 201
12628,indiaforens nf sett 10 01 201
12629,indiaforens nf sett 10 01 201
12630,indiaforens nf sett 10 01 201
12631,indiaforens nf sett 10 01 201
12632,indiaforens nf sett 10 01 201
12633,indiaforens rup sett 120119
12634,indiaforens rup stl intc120119
12635,indiaforens rup sett 130119
12636,indiaforens rup stl intc130119
12637,indiaforens rup sett 140119
12638,indiaforens rup stl intc140119
12639,indiaforens rup sett 120119
12640,indiaforens rup stl intc120119
12641,indiaforens rup sett 130119
12642,indiaforens rup stl intc130119
12643,indiaforens rup sett 140119
12644,indiaforens rup stl intc140119
12645,fdrl intern fund transf
12646,indiaforens rup sett 140119 2c
12647,indiaforens rup sett 140119 2c
12648,indiaforens rup stl intc140119
12649,indiaforens rup stl intc140119
12650,fdrl intern fund transf
12651,fdrl intern fund transf
12652,5088880266247229 rb247001
12653,indiaforens rup sett 150119
12654,indiaforens rup sett 150119
12655,indiaforens rup stl intc150119
12656,indiaforens rup stl intc150119
12657,indiaforens nf sett 11 01 201
12658,indiaforens nf sett 11 01 201
12659,indiaforens nf sett 11 01 201
12660,indiaforens nf sett 11 01 201
12661,indiaforens nf sett 11 01 201
12662,indiaforens nf sett 11 01 201
12663,indiaforens nf sett 11 01 201
12664,indiaforens nf sett 11 01 201
12665,indiaforens nf sett 11 01 201
12666,indiaforens nf sett 11 01 201
12667,indiaforens nf sett 11 01 201
12668,indiaforens nf sett 11 01 201
12669,indiaforens nf sett 11 01 201
12670,indiaforens nf sett 11 01 201
12671,indiaforens nf sett 11 01 201
12672,indiaforens nf sett 11 01 201
12673,indiaforens nf sett 11 01 201
12674,indiaforens nf sett 11 01 201
12675,indiaforens nf sett 11 01 201
12676,indiaforens nf sett 11 01 201
12677,indiaforens nf sett 12 01 201
12678,indiaforens nf sett 12 01 201
12679,indiaforens nf sett 12 01 201
12680,indiaforens nf sett 12 01 201
12681,indiaforens nf sett 12 01 201
12682,indiaforens nf sett 12 01 201
12683,indiaforens nf sett 12 01 201
12684,indiaforens nf sett 12 01 201
12685,indiaforens nf sett 12 01 201
12686,indiaforens nf sett 12 01 201
12687,indiaforens nf sett 12 01 201
12688,indiaforens nf sett 12 01 201
12689,indiaforens nf sett 12 01 201
12690,indiaforens nf sett 12 01 201
12691,indiaforens nf sett 12 01 201
12692,indiaforens nf sett 12 01 201
12693,indiaforens nf sett 12 01 201
12694,indiaforens nf sett 12 01 201
12695,indiaforens nf sett 12 01 201
12696,indiaforens nf sett 13 01 201
12697,indiaforens nf sett 13 01 201
12698,indiaforens nf sett 13 01 201
12699,indiaforens nf sett 13 01 201
12700,indiaforens nf sett 13 01 201
12701,indiaforens nf sett 13 01 201
12702,indiaforens nf sett 13 01 201
12703,indiaforens nf sett 11 01 201
12704,indiaforens nf sett 11 01 201
12705,indiaforens nf sett 11 01 201
12706,indiaforens nf sett 11 01 201
12707,indiaforens nf sett 14 01 201
12708,indiaforens nf sett 14 01 201
12709,indiaforens nf sett 14 01 201
12710,indiaforens nf sett 14 01 201
12711,indiaforens nf sett 14 01 201
12712,indiaforens nf sett 14 01 201
12713,indiaforens nf sett 14 01 201
12714,indiaforens nf sett 14 01 201
12715,indiaforens nf sett 14 01 201
12716,indiaforens nf sett 14 01 201
12717,indiaforens nf sett 14 01 201
12718,indiaforens nf sett 14 01 201
12719,indiaforens nf sett 14 01 201
12720,indiaforens nf sett 14 01 201
12721,indiaforens nf sett 14 01 201
12722,indiaforens nf sett 14 01 201
12723,indiaforens nf sett 14 01 201
12724,indiaforens nf sett 14 01 201
12725,indiaforens nf sett 14 01 201
12726,indiaforens nf sett 14 01 201
12727,indiaforens nf sett 14 01 201
12728,indiaforens nf sett 14 01 201
12729,indiaforens nf sett 14 01 201
12730,indiaforens rup sett 150119 2c
12731,indiaforens rup sett 150119 2c
12732,indiaforens rup stl intc150119
12733,fdrl intern fund transf
12734,fdrl intern fund transf
12735,fdrl intern fund transf
12736,indiaforens rup sett 160119
12737,indiaforens rup sett 160119
12738,indiaforens rup stl intc160119
12739,indiaforens rup stl intc160119
12740,indiaforens rup sett 160119 2c
12741,indiaforens rup sett 160119 2c
12742,indiaforens rup stl intc160119
12743,indiaforens rup stl intc160119
12744,indiaforens rup sett 170119
12745,indiaforens rup sett 170119
12746,indiaforens rup stl intc170119
12747,indiaforens rup stl intc170119
12748,indiaforens nf sett 15 01 201
12749,indiaforens nf sett 15 01 201
12750,indiaforens nf sett 15 01 201
12751,indiaforens nf sett 15 01 201
12752,indiaforens nf sett 15 01 201
12753,indiaforens nf sett 15 01 201
12754,indiaforens nf sett 15 01 201
12755,indiaforens nf sett 15 01 201
12756,indiaforens nf sett 15 01 201
12757,indiaforens nf sett 15 01 201
12758,indiaforens nf sett 15 01 201
12759,indiaforens nf sett 15 01 201
12760,indiaforens nf sett 15 01 201
12761,indiaforens nf sett 15 01 201
12762,indiaforens nf sett 15 01 201
12763,indiaforens nf sett 15 01 201
12764,indiaforens nf sett 15 01 201
12765,indiaforens nf sett 15 01 201
12766,indiaforens nf sett 15 01 201
12767,indiaforens nf sett 15 01 201
12768,indiaforens nf sett 15 01 201
12769,indiaforens nf sett 15 01 201
12770,indiaforens rup sett 170119 2c
12771,indiaforens rup stl intc170119
12772,indiaforens rup sett 170119 2c
12773,indiaforens rup stl intc170119
12774,5088880418125133 008201 1
12775,5088880003722534 004033 1
12776,5088880003722534 004035 1
12777,indiaforens nf sett 16 01 201
12778,indiaforens nf sett 16 01 201
12779,indiaforens nf sett 16 01 201
12780,indiaforens nf sett 16 01 201
12781,indiaforens nf sett 16 01 201
12782,indiaforens nf sett 16 01 201
12783,indiaforens nf sett 16 01 201
12784,indiaforens nf sett 16 01 201
12785,indiaforens nf sett 16 01 201
12786,indiaforens nf sett 16 01 201
12787,indiaforens nf sett 16 01 201
12788,indiaforens nf sett 16 01 201
12789,indiaforens nf sett 16 01 201
12790,indiaforens nf sett 16 01 201
12791,indiaforens nf sett 16 01 201
12792,indiaforens nf sett 16 01 201
12793,indiaforens nf sett 16 01 201
12794,indiaforens nf sett 16 01 201
12795,indiaforens nf sett 16 01 201
12796,indiaforens rup sett 180119
12797,indiaforens rup sett 180119
12798,indiaforens rup stl intc180119
12799,indiaforens rup stl intc180119
12800,indiaforens rup sett 180119 2c
12801,indiaforens rup sett 180119 2c
12802,indiaforens rup stl intc180119
12803,indiaforens rup stl intc180119
12804,indiaforens rup sett 190119
12805,indiaforens rup sett 190119
12806,indiaforens rup stl intc190119
12807,indiaforens rup stl intc190119
12808,indiaforens rup sett 190119 2c
12809,indiaforens rup sett 190119 2c
12810,indiaforens rup stl intc190119
12811,indiaforens rup stl intc190119
12812,indiaforens nf sett 17 01 201
12813,indiaforens nf sett 17 01 201
12814,indiaforens nf sett 17 01 201
12815,indiaforens nf sett 17 01 201
12816,indiaforens nf sett 17 01 201
12817,indiaforens nf sett 17 01 201
12818,indiaforens nf sett 17 01 201
12819,indiaforens nf sett 17 01 201
12820,indiaforens nf sett 17 01 201
12821,indiaforens nf sett 17 01 201
12822,indiaforens nf sett 17 01 201
12823,indiaforens nf sett 17 01 201
12824,indiaforens rup sett 200119
12825,indiaforens rup stl intc200119
12826,indiaforens rup sett 210119
12827,indiaforens rup sett 200119
12828,indiaforens rup stl intc210119
12829,indiaforens rup stl intc200119
12830,indiaforens rup sett 210119
12831,indiaforens rup stl intc210119
12832,indiaforens rup sett 210119 2c
12833,indiaforens rup sett 210119 2c
12834,indiaforens rup stl intc210119
12835,indiaforens nf sett 18 01 201
12836,indiaforens nf sett 18 01 201
12837,indiaforens nf sett 18 01 201
12838,indiaforens nf sett 18 01 201
12839,indiaforens nf sett 18 01 201
12840,indiaforens nf sett 18 01 201
12841,indiaforens nf sett 18 01 201
12842,indiaforens nf sett 18 01 201
12843,indiaforens nf sett 18 01 201
12844,indiaforens nf sett 18 01 201
12845,indiaforens nf sett 18 01 201
12846,indiaforens nf sett 18 01 201
12847,indiaforens nf sett 18 01 201
12848,indiaforens nf sett 19 01 201
12849,indiaforens nf sett 19 01 201
12850,indiaforens nf sett 19 01 201
12851,indiaforens nf sett 19 01 201
12852,indiaforens nf sett 19 01 201
12853,indiaforens nf sett 19 01 201
12854,indiaforens nf sett 19 01 201
12855,indiaforens nf sett 19 01 201
12856,indiaforens nf sett 19 01 201
12857,indiaforens nf sett 19 01 201
12858,indiaforens rup sett 220119
12859,indiaforens rup stl intc220119
12860,indiaforens rup sett 220119
12861,indiaforens rup stl intc220119
12862,fdrl intern fund transf
12863,fdrl intern fund transf
12864,fdrl intern fund transf
12865,fdrl intern fund transf
12866,indiaforens rup sett 230119
12867,indiaforens rup sett 230119
12868,indiaforens rup stl intc230119
12869,indiaforens rup stl intc230119
12870,indiaforens rup sett 220119 2c
12871,indiaforens rup sett 220119 2c
12872,indiaforens rup stl intc220119
12873,indiaforens rup stl intc220119
12874,indiaforens rup sett 230119 2c
12875,indiaforens rup sett 230119 2c
12876,indiaforens rup stl intc230119
12877,indiaforens rup stl intc230119
12878,indiaforens nf sett 21 01 201
12879,indiaforens nf sett 21 01 201
12880,indiaforens nf sett 21 01 201
12881,indiaforens nf sett 21 01 201
12882,indiaforens nf sett 21 01 201
12883,indiaforens nf sett 21 01 201
12884,indiaforens nf sett 21 01 201
12885,indiaforens nf sett 21 01 201
12886,indiaforens rup sett 240119
12887,indiaforens rup sett 240119
12888,indiaforens rup stl intc240119
12889,indiaforens rup sett 240119 2c
12890,indiaforens rup sett 240119 2c
12891,indiaforens rup stl intc240119
12892,indiaforens rup stl intc240119
12893,fdrl intern fund transf
12894,indiaforens rup sett 250119 2c
12895,indiaforens rup sett 250119 2c
12896,indiaforens rup stl intc250119
12897,indiaforens nf sett 22 01 201
12898,indiaforens nf sett 22 01 201
12899,indiaforens nf sett 22 01 201
12900,indiaforens nf sett 22 01 201
12901,indiaforens nf sett 22 01 201
12902,indiaforens nf sett 22 01 201
12903,indiaforens rup sett 250119
12904,indiaforens rup stl intc250119
12905,indiaforens rup sett 250119
12906,indiaforens rup stl intc250119
12907,fdrl intern fund transf
12908,fdrl intern fund transf
12909,indiaforens rup sett 260119
12910,indiaforens rup stl intc260119
12911,indiaforens rup sett 270119
12912,indiaforens rup stl intc270119
12913,indiaforens rup sett 260119
12914,indiaforens rup stl intc260119
12915,indiaforens rup sett 270119
12916,indiaforens rup sett 280119
12917,indiaforens rup sett 280119
12918,indiaforens rup stl intc280119
12919,indiaforens rup stl intc280119
12920,indiaforens rup sett 280119 2c
12921,indiaforens rup sett 280119 2c
12922,indiaforens rup stl intc280119
12923,indiaforens rup stl intc280119
12924,fdrl intern fund transf
12925,fdrl intern fund transf
12926,indiaforens rup sett 290119
12927,indiaforens rup sett 290119
12928,indiaforens rup stl intc290119
12929,indiaforens rup stl intc290119
12930,indiaforens rup sett 290119 2c
12931,indiaforens rup sett 290119 2c
12932,indiaforens rup stl intc290119
12933,indiaforens nf sett 28 01 201
12934,indiaforens nf sett 28 01 201
12935,indiaforens nf sett 28 01 201
12936,indiaforens nf sett 28 01 201
12937,indiaforens nf sett 28 01 201
12938,indiaforens nf sett 28 01 201
12939,indiaforens nf sett 28 01 201
12940,indiaforens nf sett 28 01 201
12941,indiaforens nf sett 23 01 201
12942,indiaforens nf sett 23 01 201
12943,indiaforens nf sett 23 01 201
12944,indiaforens nf sett 23 01 201
12945,indiaforens nf sett 23 01 201
12946,indiaforens nf sett 23 01 201
12947,indiaforens nf sett 24 01 201
12948,indiaforens nf sett 24 01 201
12949,indiaforens nf sett 24 01 201
12950,indiaforens nf sett 24 01 201
12951,indiaforens nf sett 24 01 201
12952,indiaforens nf sett 25 01 201
12953,indiaforens nf sett 25 01 201
12954,indiaforens nf sett 25 01 201
12955,indiaforens nf sett 25 01 201
12956,indiaforens nf sett 25 01 201
12957,indiaforens nf sett 25 01 201
12958,indiaforens nf sett 25 01 201
12959,indiaforens nf sett 25 01 201
12960,indiaforens nf sett 25 01 201
12961,indiaforens nf sett 25 01 201
12962,indiaforens nf sett 25 01 201
12963,indiaforens nf sett 25 01 201
12964,indiaforens nf sett 25 01 201
12965,indiaforens nf sett 26 01 201
12966,indiaforens nf sett 26 01 201
12967,indiaforens nf sett 26 01 201
12968,indiaforens nf sett 26 01 201
12969,indiaforens nf sett 26 01 201
12970,indiaforens nf sett 26 01 201
12971,indiaforens nf sett 26 01 201
12972,indiaforens nf sett 26 01 201
12973,indiaforens nf sett 26 01 201
12974,indiaforens nf sett 26 01 201
12975,indiaforens nf sett 26 01 201
12976,indiaforens nf sett 26 01 201
12977,indiaforens nf sett 27 01 201
12978,indiaforens nf sett 27 01 201
12979,indiaforens nf sett 27 01 201
12980,indiaforens nf sett 27 01 201
12981,indiaforens nf sett 27 01 201
12982,indiaforens nf sett 27 01 201
12983,indiaforens nf sett 27 01 201
12984,indiaforens nf sett 27 01 201
12985,indiaforens nf sett 25 01 201
12986,indiaforens nf sett 25 01 201
12987,indiaforens rup sett 300119
12988,indiaforens rup sett 300119
12989,indiaforens rup stl intc300119
12990,fdrl intern fund transf
12991,indiaforens rup sett 300119 2c
12992,indiaforens rup stl intc300119
12993,indiaforens rup sett 300119 2c
12994,indiaforens rup stl intc300119
12995,indiaforens nf sett 29 01 201
12996,indiaforens nf sett 29 01 201
12997,indiaforens nf sett 29 01 201
12998,indiaforens nf sett 29 01 201
12999,indiaforens nf sett 29 01 201
13000,indiaforens nf sett 29 01 201
13001,indiaforens rup sett 310119
13002,indiaforens rup sett 310119
13003,indiaforens rup stl intc310119
13004,indiaforens rup stl intc310119
13005,fdrl intern fund transf
13006,indiaforens rup sett 310119 2c
13007,indiaforens rup sett 310119 2c
13008,indiaforens rup stl intc310119
13009,indiaforens rup stl intc310119
13010,indiaforens rup sett 010219
13011,indiaforens rup sett 010219
13012,indiaforens rup stl intc010219
13013,indiaforens rup stl intc010219
13014,indiaforens rup sett 010219 2c
13015,indiaforens rup sett 010219 2c
13016,indiaforens rup stl intc010219
13017,indiaforens rup stl intc010219
13018,indiaforens rup sett 020219
13019,indiaforens rup sett 020219
13020,indiaforens rup stl intc020219
13021,indiaforens rup stl intc020219
13022,fdrl intern fund transf
13023,fdrl intern fund transf
13024,indiaforens nf sett 30 01 201
13025,indiaforens nf sett 30 01 201
13026,indiaforens nf sett 30 01 201
13027,indiaforens nf sett 30 01 201
13028,indiaforens nf sett 30 01 201
13029,indiaforens nf sett 30 01 201
13030,indiaforens nf sett 30 01 201
13031,indiaforens nf sett 30 01 201
13032,indiaforens nf sett 31 01 201
13033,indiaforens nf sett 31 01 201
13034,indiaforens nf sett 31 01 201
13035,indiaforens nf sett 31 01 201
13036,indiaforens nf sett 31 01 201
13037,indiaforens nf sett 01 02 201
13038,indiaforens nf sett 01 02 201
13039,indiaforens nf sett 01 02 201
13040,indiaforens nf sett 01 02 201
13041,indiaforens nf sett 01 02 201
13042,indiaforens nf sett 01 02 201
13043,indiaforens nf sett 01 02 201
13044,indiaforens nf sett 01 02 201
13045,indiaforens rup sett 020219 2c
13046,indiaforens rup sett 020219 2c
13047,indiaforens rup stl intc020219
13048,indiaforens rup stl intc020219
13049,fdrl intern fund transf
13050,fdrl intern fund transf
13051,indiaforens rup sett 030219
13052,indiaforens rup sett 030219
13053,indiaforens rup stl intc030219
13054,indiaforens rup stl intc030219
13055,indiaforens rup sett 040219
13056,indiaforens rup stl intc040219
13057,indiaforens rup sett 040219
13058,indiaforens rup stl intc040219
13059,indiaforens rup sett 040219 2c
13060,indiaforens rup sett 040219 2c
13061,indiaforens rup stl intc040219
13062,fdrl intern fund transf
13063,indiaforens rup sett 050219
13064,indiaforens rup sett 050219
13065,indiaforens rup stl intc050219
13066,indiaforens rup sett 050219 2c
13067,indiaforens rup stl intc050219
13068,indiaforens rup stl intc050219
13069,indiaforens rup sett 050219 2c
13070,indiaforens rup stl intc050219
13071,trf indiaforens servic
13072,indiaforens nf sett 04 02 201
13073,indiaforens nf sett 04 02 201
13074,indiaforens nf sett 04 02 201
13075,indiaforens nf sett 04 02 201
13076,indiaforens nf sett 02 02 201
13077,indiaforens nf sett 02 02 201
13078,indiaforens nf sett 03 02 201
13079,indiaforens nf sett 03 02 201
13080,indiaforens nf sett 03 02 201
13081,fdrl intern fund transf
13082,indiaforens rup sett 060219
13083,indiaforens rup sett 060219
13084,indiaforens rup stl intc060219
13085,indiaforens rup stl intc060219
13086,indiaforens rup sett 060219 2c
13087,indiaforens rup sett 060219 2c
13088,indiaforens rup stl intc060219
13089,indiaforens rup stl intc060219
13090,indiaforens nf sett 05 02 201
13091,indiaforens nf sett 05 02 201
13092,indiaforens nf sett 05 02 201
13093,indiaforens rup sett 070219
13094,indiaforens rup sett 070219
13095,indiaforens rup stl intc070219
13096,indiaforens rup stl intc070219
13097,indiaforens rup sett 070219 2c
13098,indiaforens rup stl intc070219
13099,indiaforens rup sett 070219 2c
13100,trf indiaforens servic
13101,indiaforens rup sett 080219
13102,indiaforens rup sett 080219
13103,indiaforens rup stl intc080219
13104,indiaforens rup stl intc080219
13105,indiaforens rup sett 080219 2c
13106,indiaforens rup stl intc080219
13107,indiaforens rup sett 080219 2c
13108,indiaforens rup stl intc070219
13109,indiaforens rup sett 090219
13110,indiaforens rup sett 090219
13111,indiaforens rup stl intc090219
13112,indiaforens rup sett 100219
13113,indiaforens rup sett 100219
13114,indiaforens rup stl intc100219
13115,indiaforens rup stl intc100219
13116,indiaforens rup sett 110219
13117,indiaforens rup sett 110219
13118,indiaforens rup stl intc110219
13119,indiaforens rup stl intc110219
13120,indiaforens rup sett 110219 2c
13121,indiaforens rup sett 110219 2c
13122,indiaforens rup stl intc110219
13123,tr frm indiaforens servic
13124,indiaforens nf sett 07 02 201
13125,indiaforens nf sett 07 02 201
13126,indiaforens nf sett 07 02 201
13127,indiaforens nf sett 07 02 201
13128,indiaforens nf sett 07 02 201
13129,indiaforens nf sett 07 02 201
13130,indiaforens nf sett 07 02 201
13131,indiaforens nf sett 07 02 201
13132,indiaforens nf sett 06 02 201
13133,indiaforens nf sett 06 02 201
13134,indiaforens nf sett 06 02 201
13135,indiaforens nf sett 06 02 201
13136,indiaforens nf sett 08 02 201
13137,indiaforens nf sett 08 02 201
13138,indiaforens nf sett 08 02 201
13139,indiaforens nf sett 08 02 201
13140,indiaforens nf sett 08 02 201
13141,indiaforens nf sett 08 02 201
13142,indiaforens nf sett 08 02 201
13143,indiaforens nf sett 08 02 201
13144,indiaforens nf sett 08 02 201
13145,indiaforens nf sett 08 02 201
13146,indiaforens nf sett 08 02 201
13147,indiaforens nf sett 08 02 201
13148,indiaforens nf sett 08 02 201
13149,indiaforens nf sett 08 02 201
13150,indiaforens nf sett 08 02 201
13151,indiaforens nf sett 08 02 201
13152,indiaforens nf sett 09 02 201
13153,indiaforens nf sett 09 02 201
13154,indiaforens nf sett 09 02 201
13155,indiaforens nf sett 09 02 201
13156,indiaforens nf sett 09 02 201
13157,indiaforens nf sett 09 02 201
13158,indiaforens nf sett 09 02 201
13159,indiaforens nf sett 09 02 201
13160,indiaforens rup sett 120219
13161,indiaforens rup sett 120219
13162,indiaforens rup stl intc120219
13163,indiaforens rup stl intc120219
13164,indiaforens rup sett 120219 2c
13165,indiaforens rup sett 120219 2c
13166,indiaforens rup stl intc120219
13167,indiaforens rup stl intc120219
13168,fdrl intern fund transf
13169,fdrl intern fund transf
13170,fdrl intern fund transf
13171,indiaforens nf sett 11 02 201
13172,indiaforens nf sett 11 02 201
13173,indiaforens nf sett 11 02 201
13174,indiaforens nf sett 11 02 201
13175,indiaforens nf sett 11 02 201
13176,indiaforens nf sett 11 02 201
13177,indiaforens nf sett 11 02 201
13178,indiaforens nf sett 11 02 201
13179,indiaforens nf sett 11 02 201
13180,indiaforens nf sett 11 02 201
13181,indiaforens nf sett 11 02 201
13182,indiaforens nf sett 11 02 201
13183,indiaforens nf sett 11 02 201
13184,indiaforens nf sett 11 02 201
13185,indiaforens nf sett 11 02 201
